"Control_1"	"Control_2"	"Control_3"	"Control_4"	"Du_1"	"Du_2"	"Du_3"	"Du_4"	"name"
"D9R7D2"	NA	NA	NA	NA	132540	306600	404280	247660	"D9R7D2_CLOSW Molybdenum cofactor synthesis domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1044 PE=4 SV=1"
"D9R7D4"	NA	NA	NA	NA	NA	NA	505960	NA	"D9R7D4_CLOSW Molybdopterin-guanine dinucleotide biosynthesis protein A OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1046 PE=4 SV=1"
"D9R7D5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7D5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1047 PE=4 SV=1"
"D9R7E4"	NA	NA	NA	65702	27458000	40727000	35782000	28084000	"D9R7E4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1057 PE=4 SV=1"
"D9R7G1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7G1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1074 PE=4 SV=1"
"D9R7G3"	NA	31561	140300	NA	740500	425810	2513800	1079500	"D9R7G3_CLOSW Pyrimidine-nucleoside phosphorylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1076 PE=4 SV=1"
"D9R7G5"	203360	237980	237750	376800	3677300	3798300	10069000	5253700	"D9R7G5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1078 PE=4 SV=1"
"D9R7H4"	NA	NA	NA	NA	814090	75044	NA	70809	"D9R7H4_CLOSW Putative sporulation transcription regulator WhiA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=whiA PE=3 SV=1"
"D9R7H6"	22730	51120	39918	43473	184240	506650	639290	397060	"D9R7H6_CLOSW DNA-directed DNA polymerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1089 PE=4 SV=1"
"D9R7H7"	198450	260010	82104	954930	3308400	7496800	12734000	10711000	"D9R7H7_CLOSW ATP-dependent 6-phosphofructokinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=pfkA PE=3 SV=1"
"D9R7H8"	NA	NA	NA	NA	249420	563400	1124900	507310	"D9R7H8_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1091 PE=4 SV=1"
"D9R7I5"	30515	NA	NA	71051	1420900	324850	957700	469450	"D9R7I5_CLOSW Lysine--tRNA ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=lysS PE=3 SV=1"
"D9R7J1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7J1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1104 PE=4 SV=1"
"D9R7M2"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7M2_CLOSW Formiminotransferase-cyclodeaminase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1137 PE=4 SV=1"
"D9R7M8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7M8_CLOSW Glutamate synthase (NADPH), homotetrameric OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1143 PE=4 SV=1"
"D9R7M9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7M9_CLOSW Transcriptional regulator, MarR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1145 PE=4 SV=1"
"D9R7N5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7N5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1156 PE=4 SV=1"
"D9R7P7"	NA	NA	NA	NA	317640	119620	345480	293020	"D9R7P7_CLOSW Dihydrolipoyl dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1168 PE=4 SV=1"
"D9R7P9"	NA	NA	NA	127390	327570	309450	517140	260600	"D9R7P9_CLOSW Rhodanese domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1170 PE=4 SV=1"
"D9R7Q5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7Q5_CLOSW Two component transcriptional regulator, LuxR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3026 PE=4 SV=1"
"D9R7R0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7R0_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3031 PE=4 SV=1"
"D9R7R4"	175870	339100	136720	598290	358310	576230	682040	576960	"D9R7R4_CLOSW Methyl-accepting chemotaxis sensory transducer OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3035 PE=4 SV=1"
"D9R7R7"	103850	138710	50178	174030	65623	130370	176870	96014	"D9R7R7_CLOSW ATPase, P-type (Transporting), HAD superfamily, subfamily IC OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3038 PE=3 SV=1"
"D9R7R8"	210690	241280	355920	569320	827310	1145100	2017800	822190	"D9R7R8_CLOSW Polyribonucleotide nucleotidyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=pnp PE=3 SV=1"
"D9R7R9"	NA	NA	NA	NA	NA	1447600	1218900	NA	"D9R7R9_CLOSW 30S ribosomal protein S15 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rpsO PE=3 SV=1"
"D9R7S2"	901680	774620	923710	1314000	2332700	2672600	5808900	4633600	"D9R7S2_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3043 PE=4 SV=1"
"D9R7S3"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7S3_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3044 PE=4 SV=1"
"D9R7S7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7S7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3048 PE=4 SV=1"
"D9R7S8"	NA	NA	44944	NA	827910	1467500	2403400	1184100	"D9R7S8_CLOSW 2-dehydropantoate 2-reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3049 PE=3 SV=1"
"D9R7T4"	NA	NA	NA	NA	NA	NA	598870	NA	"D9R7T4_CLOSW 1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3055 PE=4 SV=1"
"D9R7T9"	107900	82912	185330	163610	415990	598690	1650300	1131900	"D9R7T9_CLOSW Extracellular solute-binding protein family 5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3060 PE=4 SV=1"
"D9R7U2"	NA	NA	NA	NA	NA	197920	253200	255060	"D9R7U2_CLOSW DNA polymerase III, epsilon subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3063 PE=4 SV=1"
"D9R7U8"	517570	1827100	679080	2331700	1218600	1858700	2305500	2398700	"D9R7U8_CLOSW Methyl-accepting chemotaxis sensory transducer OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3069 PE=4 SV=1"
"D9R7V5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R7V5_CLOSW Methyl-accepting chemotaxis sensory transducer with Cache sensor OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3076 PE=4 SV=1"
"D9R7V8"	NA	NA	NA	NA	147240	165230	605980	NA	"D9R7V8_CLOSW Glutamate-1-semialdehyde 2,1-aminomutase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=hemL PE=3 SV=1"
"D9R7W0"	NA	NA	NA	NA	152030	NA	638610	NA	"D9R7W0_CLOSW Porphobilinogen deaminase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=hemC PE=3 SV=1"
"D9R7W3"	NA	NA	NA	50665	336220	213190	1045800	180950	"D9R7W3_CLOSW Malate/L-lactate dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3084 PE=4 SV=1"
"D9R7W4"	280970	315880	103840	247470	3663800	3349100	6972500	3800100	"D9R7W4_CLOSW Glycerol kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=glpK PE=3 SV=1"
"D9R7W8"	NA	160720	NA	265100	NA	382870	NA	NA	"D9R7W8_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3089 PE=4 SV=1"
"D9R7X0"	1613400	3180200	2236000	3842600	7070900	10360000	15989000	9228700	"D9R7X0_CLOSW Extracellular solute-binding protein family 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3091 PE=4 SV=1"
"D9R823"	NA	98418	NA	403820	1392100	1347800	1969400	1279500	"D9R823_CLOSW Methyltransferase type 11 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3145 PE=4 SV=1"
"D9R824"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R824_CLOSW N-formylglutamate amidohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3146 PE=4 SV=1"
"D9R825"	194580	133380	32778	393200	136140	191750	NA	NA	"D9R825_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3147 PE=4 SV=1"
"D9R834"	79367	106000	119090	258720	235240	393820	1458300	927900	"D9R834_CLOSW Rhodanese domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1178 PE=4 SV=1"
"D9R850"	NA	458860	309430	652890	NA	NA	NA	NA	"D9R850_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1195 PE=4 SV=1"
"D9R855"	NA	NA	NA	NA	NA	NA	265070	NA	"D9R855_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1200 PE=4 SV=1"
"D9R862"	NA	NA	NA	NA	NA	NA	207000	NA	"D9R862_CLOSW Transcriptional antiterminator, BglG OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1207 PE=4 SV=1"
"D9R863"	445030	464180	445790	800770	NA	359650	640830	NA	"D9R863_CLOSW PTS system, beta-glucoside-specific IIABC subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1208 PE=4 SV=1"
"D9R868"	NA	NA	NA	NA	NA	194350	247580	NA	"D9R868_CLOSW PTS system sorbose subfamily IIB component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1213 PE=4 SV=1"
"D9R877"	90039	38264	NA	67156	144980	240310	439200	293000	"D9R877_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1223 PE=4 SV=1"
"D9R886"	NA	NA	NA	NA	51313	NA	NA	126200	"D9R886_CLOSW Ketose-bisphosphate aldolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1232 PE=4 SV=1"
"D9R889"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R889_CLOSW Aldo/keto reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1235 PE=4 SV=1"
"D9R893"	2160400	2843500	1859700	4325200	5846500	4755400	7424600	5798800	"D9R893_CLOSW Efflux transporter, RND family, MFP subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1242 PE=4 SV=1"
"D9R894"	262120	284310	NA	426270	794820	858060	1707200	1209500	"D9R894_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1243 PE=4 SV=1"
"D9R895"	119660	140950	95155	221030	206600	301860	332250	NA	"D9R895_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1244 PE=4 SV=1"
"D9R896"	338650	334610	187620	597870	377400	427340	767390	283130	"D9R896_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1245 PE=4 SV=1"
"D9R899"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R899_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1248 PE=4 SV=1"
"D9R8A0"	140570	NA	139260	113400	NA	402970	539390	NA	"D9R8A0_CLOSW YbbR family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1249 PE=4 SV=1"
"D9R8A1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8A1_CLOSW Phosphotransferase system, phosphocarrier protein HPr OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1250 PE=4 SV=1"
"D9R8A2"	245850	471590	328900	619140	1965800	3885100	4984800	2892200	"D9R8A2_CLOSW Phosphoenolpyruvate-protein phosphotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1251 PE=3 SV=1"
"D9R8A7"	977200	1474700	654200	1352700	431350	725400	1095800	589160	"D9R8A7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1256 PE=4 SV=1"
"D9R8B0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8B0_CLOSW Diaminopimelate epimerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dapF PE=3 SV=1"
"D9R8B1"	NA	NA	NA	NA	23593	9892.3	NA	NA	"D9R8B1_CLOSW Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1260 PE=4 SV=1"
"D9R8B2"	NA	39256	NA	79192	669660	708260	1680900	1054700	"D9R8B2_CLOSW Aminotransferase class I and II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1261 PE=3 SV=1"
"D9R8B3"	NA	NA	NA	NA	3228000	4474100	12191000	6746600	"D9R8B3_CLOSW Histidinol-phosphate aminotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=hisC PE=3 SV=1"
"D9R8B9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8B9_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1268 PE=4 SV=1"
"D9R8C2"	286420	200210	248470	393270	300020	218360	456440	258930	"D9R8C2_CLOSW Heavy metal translocating P-type ATPase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1271 PE=3 SV=1"
"D9R8C3"	NA	NA	NA	NA	648410	NA	890030	NA	"D9R8C3_CLOSW Glutamine synthetase, type I OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1272 PE=3 SV=1"
"D9R8C6"	NA	NA	NA	30606	176770	NA	289130	180310	"D9R8C6_CLOSW LL-diaminopimelate aminotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dapL PE=3 SV=1"
"D9R8D2"	NA	NA	NA	NA	NA	NA	392440	NA	"D9R8D2_CLOSW Carbamoyl-phosphate synthase small chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=carA PE=3 SV=1"
"D9R8D3"	69499	101630	57787	148770	2104100	1603900	5295500	2930800	"D9R8D3_CLOSW Carbamoyl-phosphate synthase large chain OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=carB PE=3 SV=1"
"D9R8E1"	1234000	2266300	2272700	3339900	9603700	13564000	17346000	9449800	"D9R8E1_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1290 PE=4 SV=1"
"D9R8E4"	NA	NA	NA	260810	519900	619770	1387400	1239700	"D9R8E4_CLOSW Transcriptional regulator, GntR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1293 PE=4 SV=1"
"D9R8E7"	NA	NA	NA	NA	NA	NA	33107	NA	"D9R8E7_CLOSW Cysteine--tRNA ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=cysS PE=3 SV=1"
"D9R8E9"	NA	NA	NA	NA	NA	238390	613570	778650	"D9R8E9_CLOSW RNA methyltransferase, TrmH family, group 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1298 PE=4 SV=1"
"D9R8G7"	NA	NA	NA	255320	NA	NA	225860	NA	"D9R8G7_CLOSW VanZ family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3165 PE=4 SV=1"
"D9R8H9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8H9_CLOSW FRG domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3178 PE=4 SV=1"
"D9R8I0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8I0_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3179 PE=4 SV=1"
"D9R8J0"	320780	683670	207510	473610	434990	932520	921870	799840	"D9R8J0_CLOSW Substrate-binding region of ABC-type glycine betaine transport system OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3189 PE=3 SV=1"
"D9R8J1"	1521100	1626900	1344700	1856700	3213500	4086800	5257100	4025100	"D9R8J1_CLOSW Glycine betaine/L-proline ABC transporter, ATPase subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3190 PE=4 SV=1"
"D9R8J9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8J9_CLOSW Diguanylate cyclase and metal dependent phosphohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3198 PE=4 SV=1"
"D9R8K4"	331840	497670	NA	306770	2408700	2247800	2641700	4411600	"D9R8K4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3203 PE=4 SV=1"
"D9R8K5"	NA	NA	NA	85978	NA	NA	180580	NA	"D9R8K5_CLOSW Galactokinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3204 PE=4 SV=1"
"D9R8K7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8K7_CLOSW Capsule synthesis protein, CapA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3206 PE=4 SV=1"
"D9R8L2"	NA	NA	NA	17274	NA	NA	NA	NA	"D9R8L2_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3211 PE=4 SV=1"
"D9R8L4"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8L4_CLOSW DegV family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3213 PE=4 SV=1"
"D9R8L6"	232840	499680	253520	699090	2573900	4039800	5426400	4247500	"D9R8L6_CLOSW Heat shock protein Hsp90-like protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3215 PE=4 SV=1"
"D9R8M0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8M0_CLOSW PpiC-type peptidyl-prolyl cis-trans isomerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3219 PE=4 SV=1"
"D9R8M1"	NA	NA	NA	NA	NA	NA	1411600	NA	"D9R8M1_CLOSW Cof-like hydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3220 PE=4 SV=1"
"D9R8M7"	165820	159080	99572	303000	808190	963160	1363400	1201800	"D9R8M7_CLOSW Stage 0 sporulation protein A homolog OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3226 PE=4 SV=1"
"D9R8N2"	9023.3	NA	NA	NA	89138	125490	213960	135040	"D9R8N2_CLOSW DNA repair protein RecN OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3232 PE=3 SV=1"
"D9R8N5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8N5_CLOSW Hemolysin A OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3235 PE=4 SV=1"
"D9R8N6"	NA	NA	NA	NA	48305	NA	NA	NA	"D9R8N6_CLOSW 1-deoxy-D-xylulose-5-phosphate synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dxs PE=3 SV=1"
"D9R8N7"	NA	NA	NA	NA	NA	241640	214140	739320	"D9R8N7_CLOSW Polyprenyl synthetase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3237 PE=3 SV=1"
"D9R8P0"	198930	NA	NA	186850	889440	NA	1665300	878430	"D9R8P0_CLOSW N utilization substance protein B homolog OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=nusB PE=3 SV=1"
"D9R8P2"	NA	NA	NA	255910	1761900	1835600	3047700	2126600	"D9R8P2_CLOSW Aspartate dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3242 PE=4 SV=1"
"D9R8P4"	3966000	2270900	3335400	2676000	4062300	NA	4693600	NA	"D9R8P4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3244 PE=4 SV=1"
"D9R8P5"	NA	NA	NA	279750	1135900	1367700	2071500	1214500	"D9R8P5_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3245 PE=4 SV=1"
"D9R8Q5"	NA	NA	NA	NA	NA	NA	NA	162130	"D9R8Q5_CLOSW Alkyl hydroperoxide reductase, F subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3255 PE=3 SV=1"
"D9R8Q9"	NA	NA	NA	NA	NA	NA	260600	NA	"D9R8Q9_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3259 PE=4 SV=1"
"D9R8R4"	NA	NA	15111	NA	NA	NA	71874	NA	"D9R8R4_CLOSW Two component transcriptional regulator, winged helix family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3264 PE=4 SV=1"
"D9R8T0"	446720	366160	608200	545820	1919300	2406500	5803400	2816000	"D9R8T0_CLOSW Basic membrane lipoprotein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3280 PE=4 SV=1"
"D9R8T3"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8T3_CLOSW Twitching motility protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1305 PE=4 SV=1"
"D9R8T5"	NA	NA	NA	NA	NA	32222	NA	NA	"D9R8T5_CLOSW Peptidoglycan glycosyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1307 PE=4 SV=1"
"D9R8T6"	95253	450790	176460	993280	1055700	760690	1809900	1816600	"D9R8T6_CLOSW Magnesium transporter MgtE OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1308 PE=3 SV=1"
"D9R8T8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R8T8_CLOSW DNA helicase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1310 PE=4 SV=1"
"D9R8T9"	NA	NA	NA	NA	1178500	1689200	2575000	2210700	"D9R8T9_CLOSW ATP:corrinoid adenosyltransferase BtuR/CobO/CobP OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1311 PE=4 SV=1"
