Entry	Entry name	Protein names	Gene names	Organism	EC number	Function [CC]	Pathway	Annotation	Site	Gene ontology (GO)	Gene ontology (biological process)
D9R4H5	D9R4H5_CLOSW	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	lgt Closa_2476	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.99.-	FUNCTION: Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins. {ECO:0000256|HAMAP-Rule:MF_01147, ECO:0000256|SAAS:SAAS00704520}.	PATHWAY: Protein modification; lipoprotein biosynthesis (diacylglyceryl transfer). {ECO:0000256|HAMAP-Rule:MF_01147, ECO:0000256|SAAS:SAAS00704521}.	2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]	lipoprotein biosynthetic process [GO:0042158]
D9QZ41	D9QZ41_CLOSW	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	Closa_1696	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.24			2 out of 5		metal ion binding [GO:0046872]; porphobilinogen synthase activity [GO:0004655]; porphyrin-containing compound biosynthetic process [GO:0006779]	porphyrin-containing compound biosynthetic process [GO:0006779]
D9R244	D9R244_CLOSW	Pyridoxal kinase (EC 2.7.1.35)	Closa_2115	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.1.35		PATHWAY: Cofactor metabolism; pyridoxal 5'-phosphate salvage; pyridoxal 5'-phosphate from pyridoxal: step 1/1. {ECO:0000256|SAAS:SAAS00768931}.	2 out of 5		ATP binding [GO:0005524]; pyridoxal kinase activity [GO:0008478]; pyridoxal 5'-phosphate salvage [GO:0009443]	pyridoxal 5'-phosphate salvage [GO:0009443]
D9R479	D9R479_CLOSW	Multi-sensor signal transduction histidine kinase	Closa_2377	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)				1 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R2Z1	D9R2Z1_CLOSW	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA Closa_0344	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.1.1		PATHWAY: Amino-acid biosynthesis; L-asparagine biosynthesis; L-asparagine from L-aspartate (ammonia route): step 1/1. {ECO:0000256|HAMAP-Rule:MF_00555, ECO:0000256|SAAS:SAAS00964853}.	2 out of 5		cytoplasm [GO:0005737]; aspartate-ammonia ligase activity [GO:0004071]; ATP binding [GO:0005524]; L-asparagine biosynthetic process [GO:0070981]	L-asparagine biosynthetic process [GO:0070981]
D9R0P9	D9R0P9_CLOSW	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	Closa_0055	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.2.2.9	FUNCTION: Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S-adenosylhomocysteine (SAH/AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively. {ECO:0000256|SAAS:SAAS00131143}.	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; S-methyl-5-thio-alpha-D-ribose 1-phosphate from S-methyl-5'-thioadenosine (hydrolase route): step 1/2. {ECO:0000256|SAAS:SAAS00371291}.	2 out of 5		adenosylhomocysteine nucleosidase activity [GO:0008782]; methylthioadenosine nucleosidase activity [GO:0008930]; L-methionine salvage from methylthioadenosine [GO:0019509]; nucleoside catabolic process [GO:0009164]	L-methionine salvage from methylthioadenosine [GO:0019509]; nucleoside catabolic process [GO:0009164]
D9R571	D9R571_CLOSW	Carbamoyltransferase (EC 6.2.-.-)	Closa_2612	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.2.-.-			2 out of 5		carboxyl- or carbamoyltransferase activity [GO:0016743]; double-stranded RNA binding [GO:0003725]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; protein carbamoylation [GO:0046944]	protein carbamoylation [GO:0046944]
D9R3N6	D9R3N6_CLOSW	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX Closa_4256	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.129	FUNCTION: Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3-polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN. {ECO:0000256|HAMAP-Rule:MF_01984}.		2 out of 5		flavin prenyltransferase activity [GO:0106141]; lyase activity [GO:0016829]; cofactor biosynthetic process [GO:0051188]	cofactor biosynthetic process [GO:0051188]
D9R346	D9R346_CLOSW	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Closa_0399	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.24	FUNCTION: Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis. {ECO:0000256|RuleBase:RU003706}.		2 out of 5		glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872]; extracellular polysaccharide biosynthetic process [GO:0045226]	extracellular polysaccharide biosynthetic process [GO:0045226]
D9R107	D9R107_CLOSW	Pseudouridine synthase (EC 5.4.99.-)	Closa_1975	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.99.-	FUNCTION: Responsible for synthesis of pseudouridine from uracil. {ECO:0000256|RuleBase:RU362028}.		2 out of 5		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]	pseudouridine synthesis [GO:0001522]
D9R9C9	D9R9C9_CLOSW	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB Closa_3353	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.5.-	FUNCTION: Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp-tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln). {ECO:0000256|HAMAP-Rule:MF_00121}.		2 out of 5		ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; transferase activity [GO:0016740]; translation [GO:0006412]	translation [GO:0006412]
D9RA38	D9RA38_CLOSW	Integral membrane sensor signal transduction histidine kinase	Closa_3484	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)				2 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R348	D9R348_CLOSW	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Closa_0401	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.1.1.133	FUNCTION: Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose. {ECO:0000256|RuleBase:RU364082}.	PATHWAY: Carbohydrate biosynthesis; dTDP-L-rhamnose biosynthesis. {ECO:0000256|RuleBase:RU364082}.	2 out of 5		dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]	dTDP-rhamnose biosynthetic process [GO:0019305]
D9R1S6	D9R1S6_CLOSW	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX Closa_0174	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.7.7	FUNCTION: DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. {ECO:0000256|RuleBase:RU364063}.		2 out of 5		DNA polymerase III complex [GO:0009360]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]	DNA replication [GO:0006260]
D9R356	D9R356_CLOSW	Cysteine synthase (EC 2.5.1.47)	Closa_2227	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.47			2 out of 5		cysteine synthase activity [GO:0004124]; cysteine biosynthetic process from serine [GO:0006535]	cysteine biosynthetic process from serine [GO:0006535]
D9R7M0	D9R7M0_CLOSW	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs Closa_1135	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.4.3		PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000256|HAMAP-Rule:MF_01543, ECO:0000256|SAAS:SAAS00408336}.	2 out of 5		ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]	tetrahydrofolate interconversion [GO:0035999]
D9R5J8	D9R5J8_CLOSW	Histidine kinase (EC 2.7.13.3)	Closa_2616	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.13.3			2 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R9A1	D9R9A1_CLOSW	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	Closa_3323	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.63	FUNCTION: Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated. {ECO:0000256|HAMAP-Rule:MF_00772}.		2 out of 5		cytoplasm [GO:0005737]; methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA dealkylation involved in DNA repair [GO:0006307]	DNA dealkylation involved in DNA repair [GO:0006307]
D9R1F3	D9R1F3_CLOSW	5-dehydro-2-deoxygluconokinase (EC 2.7.1.92) (2-deoxy-5-keto-D-gluconate kinase) (DKG kinase)	iolC Closa_3965	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.1.92	FUNCTION: Catalyzes the phosphorylation of 5-dehydro-2-deoxy-D-gluconate (2-deoxy-5-keto-D-gluconate or DKG) to 6-phospho-5-dehydro-2-deoxy-D-gluconate (DKGP). {ECO:0000256|HAMAP-Rule:MF_01668}.	PATHWAY: Polyol metabolism; myo-inositol degradation into acetyl-CoA; acetyl-CoA from myo-inositol: step 5/7. {ECO:0000256|HAMAP-Rule:MF_01668}.	2 out of 5		5-dehydro-2-deoxygluconokinase activity [GO:0047590]; ATP binding [GO:0005524]; inositol catabolic process [GO:0019310]	inositol catabolic process [GO:0019310]
D9R7L8	D9R7L8_CLOSW	Nucleoside diphosphate kinase (EC 2.7.4.6)	Closa_1133	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.4.6			2 out of 5		ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
D9RA98	D9RA98_CLOSW	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	Closa_1579	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.2.2		PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 2/2. {ECO:0000256|RuleBase:RU361172}.; PATHWAY: Purine metabolism; IMP biosynthesis via de novo pathway; 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate: step 2/2. {ECO:0000256|RuleBase:RU361172}.	2 out of 5		(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]; N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]; 'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]	'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]
D9R247	D9R247_CLOSW	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	Closa_2118	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.3.1			2 out of 5		metal ion binding [GO:0046872]; ribulose-phosphate 3-epimerase activity [GO:0004750]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]
D9R029	D9R029_CLOSW	D-ribose pyranase (EC 5.4.99.62)	Closa_1900	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.4.99.62	FUNCTION: Catalyzes the interconversion of beta-pyran and beta-furan forms of D-ribose. {ECO:0000256|SAAS:SAAS00073194}.	PATHWAY: Carbohydrate metabolism; D-ribose degradation; D-ribose 5-phosphate from beta-D-ribopyranose: step 1/2. {ECO:0000256|SAAS:SAAS00073200}.	2 out of 5		cytoplasm [GO:0005737]; intramolecular lyase activity [GO:0016872]; monosaccharide binding [GO:0048029]; D-ribose catabolic process [GO:0019303]	D-ribose catabolic process [GO:0019303]
D9R092	D9R092_CLOSW	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase)	Closa_3805	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.3.13	FUNCTION: Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4-hexulose. {ECO:0000256|RuleBase:RU364069}.	PATHWAY: Carbohydrate biosynthesis; dTDP-L-rhamnose biosynthesis. {ECO:0000256|RuleBase:RU364069}.	2 out of 5		dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]; dTDP-rhamnose biosynthetic process [GO:0019305]	dTDP-rhamnose biosynthetic process [GO:0019305]
D9QZF6	D9QZF6_CLOSW	Phosphate propanoyltransferase (EC 2.3.1.222)	Closa_1824	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.222	FUNCTION: Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate. {ECO:0000256|PIRNR:PIRNR010130}.	PATHWAY: Polyol metabolism; 1,2-propanediol degradation. {ECO:0000256|PIRNR:PIRNR010130}.	2 out of 5		transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; propanediol catabolic process [GO:0051144]	propanediol catabolic process [GO:0051144]
D9R328	D9R328_CLOSW	Serine acetyltransferase (EC 2.3.1.30)	Closa_0381	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.30			2 out of 5		cytoplasm [GO:0005737]; serine O-acetyltransferase activity [GO:0009001]; cysteine biosynthetic process from serine [GO:0006535]	cysteine biosynthetic process from serine [GO:0006535]
D9R2V6	D9R2V6_CLOSW	Cyclic-di-AMP phosphodiesterase (EC 3.1.4.-)	Closa_0308	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.1.4.-	FUNCTION: Has phosphodiesterase (PDE) activity against cyclic-di-AMP (c-di-AMP). {ECO:0000256|PIRNR:PIRNR026583}.		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]	
D9R3E4	D9R3E4_CLOSW	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS Closa_2320	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.1.1.19			2 out of 5		cytoplasm [GO:0005737]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; arginyl-tRNA aminoacylation [GO:0006420]	arginyl-tRNA aminoacylation [GO:0006420]
D9R0M3	D9R0M3_CLOSW	Ribosomal RNA small subunit methyltransferase I (EC 2.1.1.198) (16S rRNA 2'-O-ribose C1402 methyltransferase) (rRNA (cytidine-2'-O-)-methyltransferase RsmI)	rsmI Closa_0029	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.198	FUNCTION: Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA. {ECO:0000256|HAMAP-Rule:MF_01877}.		2 out of 5		cytoplasm [GO:0005737]; rRNA (cytosine-2'-O-)-methyltransferase activity [GO:0070677]; enzyme-directed rRNA 2'-O-methylation [GO:0000453]	enzyme-directed rRNA 2'-O-methylation [GO:0000453]
D9R4B8	D9R4B8_CLOSW	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	cbiD Closa_2418	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.1.195	FUNCTION: Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A. {ECO:0000256|HAMAP-Rule:MF_00787}.	PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis; cob(II)yrinate a,c-diamide from sirohydrochlorin (anaerobic route): step 6/10. {ECO:0000256|HAMAP-Rule:MF_00787}.	2 out of 5		integral component of membrane [GO:0016021]; methyltransferase activity [GO:0008168]; cobalamin biosynthetic process [GO:0009236]; corrin biosynthetic process [GO:0046140]	cobalamin biosynthetic process [GO:0009236]; corrin biosynthetic process [GO:0046140]
D9RAK1	D9RAK1_CLOSW	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	Closa_1683	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.4.5	FUNCTION: This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis. {ECO:0000256|RuleBase:RU364006}.		2 out of 5		cytidine deaminase activity [GO:0004126]; zinc ion binding [GO:0008270]	
D9R1J4	D9R1J4_CLOSW	Phosphate propanoyltransferase (EC 2.3.1.222)	Closa_4006	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.222	FUNCTION: Involved in 1,2-propanediol (1,2-PD) degradation by catalyzing the conversion of propanoyl-CoA to propanoyl-phosphate. {ECO:0000256|PIRNR:PIRNR010130}.	PATHWAY: Polyol metabolism; 1,2-propanediol degradation. {ECO:0000256|PIRNR:PIRNR010130}.	2 out of 5		transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; propanediol catabolic process [GO:0051144]	propanediol catabolic process [GO:0051144]
D9R6Y9	D9R6Y9_CLOSW	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	Closa_1028	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.4.1.1	FUNCTION: Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties. {ECO:0000256|RuleBase:RU000587}.		2 out of 5		glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]
D9RAE0	D9RAE0_CLOSW	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA Closa_1621	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.8	FUNCTION: Catalyzes the dehydration of D-mannonate. {ECO:0000256|HAMAP-Rule:MF_00106, ECO:0000256|SAAS:SAAS01090791}.	PATHWAY: Carbohydrate metabolism; pentose and glucuronate interconversion. {ECO:0000256|HAMAP-Rule:MF_00106, ECO:0000256|SAAS:SAAS01090789}.	2 out of 5		mannonate dehydratase activity [GO:0008927]; glucuronate catabolic process [GO:0006064]	glucuronate catabolic process [GO:0006064]
D9R9H9	D9R9H9_CLOSW	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	ade Closa_3403	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.4.2			2 out of 5		adenine deaminase activity [GO:0000034]; adenine catabolic process [GO:0006146]	adenine catabolic process [GO:0006146]
D9QZ60	D9QZ60_CLOSW	Histidine kinase (EC 2.7.13.3)	Closa_1715	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.13.3			2 out of 5		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	
D9R7V0	D9R7V0_CLOSW	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA Closa_3071	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.8	FUNCTION: Catalyzes the dehydration of D-mannonate. {ECO:0000256|HAMAP-Rule:MF_00106, ECO:0000256|SAAS:SAAS01090791}.	PATHWAY: Carbohydrate metabolism; pentose and glucuronate interconversion. {ECO:0000256|HAMAP-Rule:MF_00106, ECO:0000256|SAAS:SAAS01090789}.	2 out of 5		mannonate dehydratase activity [GO:0008927]; glucuronate catabolic process [GO:0006064]	glucuronate catabolic process [GO:0006064]
D9R9P5	D9R9P5_CLOSW	Ethanolamine ammonia-lyase light chain (EC 4.3.1.7) (Ethanolamine ammonia-lyase small subunit)	eutC Closa_1497	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.1.7		PATHWAY: Amine and polyamine degradation; ethanolamine degradation. {ECO:0000256|HAMAP-Rule:MF_00601, ECO:0000256|SAAS:SAAS00963244}.	2 out of 5		cobalamin binding [GO:0031419]; ethanolamine ammonia-lyase activity [GO:0008851]; cellular amino acid metabolic process [GO:0006520]; ethanolamine catabolic process [GO:0046336]	cellular amino acid metabolic process [GO:0006520]; ethanolamine catabolic process [GO:0046336]
D9R0D8	D9R0D8_CLOSW	Beta-glucosidase (EC 3.2.1.21)	Closa_3856	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.2.1.21			2 out of 5		beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]; cellulose catabolic process [GO:0030245]	cellulose catabolic process [GO:0030245]
D9R8Y3	D9R8Y3_CLOSW	Xylulose kinase (Xylulokinase) (EC 2.7.1.17)	xylB Closa_1355	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.1.17			2 out of 5		ATP binding [GO:0005524]; xylulokinase activity [GO:0004856]; D-xylose metabolic process [GO:0042732]; xylulose metabolic process [GO:0005997]	D-xylose metabolic process [GO:0042732]; xylulose metabolic process [GO:0005997]
D9R452	D9R452_CLOSW	Glutamate racemase (EC 5.1.1.3)	murI Closa_0529	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	5.1.1.3	FUNCTION: Provides the (R)-glutamate required for cell wall biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00258, ECO:0000256|SAAS:SAAS00551341}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00258, ECO:0000256|SAAS:SAAS00358449}.	2 out of 5		glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9R335	D9R335_CLOSW	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS Closa_0388	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.1.1.15	FUNCTION: Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro). {ECO:0000256|HAMAP-Rule:MF_01571}.		2 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; proline-tRNA ligase activity [GO:0004827]; prolyl-tRNA aminoacylation [GO:0006433]	prolyl-tRNA aminoacylation [GO:0006433]
D9R0V2	D9R0V2_CLOSW	Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81)	Closa_0108	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.81			1 out of 5		aminoglycoside 3-N-acetyltransferase activity [GO:0046353]; response to antibiotic [GO:0046677]	response to antibiotic [GO:0046677]
D9R1F1	D9R1F1_CLOSW	Inosose dehydratase (EC 4.2.1.44) (2-keto-myo-inositol dehydratase) (2KMI dehydratase)	iolE Closa_3963	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.44	FUNCTION: Catalyzes the dehydration of inosose (2-keto-myo-inositol, 2KMI or 2,4,6/3,5-pentahydroxycyclohexanone) to 3D-(3,5/4)-trihydroxycyclohexane-1,2-dione (D-2,3-diketo-4-deoxy-epi-inositol). {ECO:0000256|HAMAP-Rule:MF_01672}.	PATHWAY: Polyol metabolism; myo-inositol degradation into acetyl-CoA; acetyl-CoA from myo-inositol: step 2/7. {ECO:0000256|HAMAP-Rule:MF_01672}.	2 out of 5		manganese ion binding [GO:0030145]; myo-inosose-2 dehydratase activity [GO:0050114]; inositol catabolic process [GO:0019310]	inositol catabolic process [GO:0019310]
D9QZZ9	D9QZZ9_CLOSW	Acylphosphatase (EC 3.6.1.7)	Closa_1868	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.1.7			2 out of 5		acylphosphatase activity [GO:0003998]	
D9R5S6	D9R5S6_CLOSW	Chloramphenicol acetyltransferase (EC 2.3.1.28)	Closa_2701	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.3.1.28	FUNCTION: This enzyme is an effector of chloramphenicol resistance in bacteria. {ECO:0000256|RuleBase:RU000503}.		2 out of 5		chloramphenicol O-acetyltransferase activity [GO:0008811]; response to antibiotic [GO:0046677]	response to antibiotic [GO:0046677]
