#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR03719	TIGR03719	WP_000593994.1	-	3.7e-20	70.0	0.1	6.8e-10	36.1	0.0	2.2	1	1	0	2	2	2	2	ABC_ABC_ChvD: ATP-binding cassette protein, ChvD family
TIGR01978	TIGR01978	WP_000593994.1	-	9.2e-20	69.0	0.4	9.7e-19	65.7	0.4	2.0	1	1	0	1	1	1	1	sufC: FeS assembly ATPase SufC
TIGR01194	TIGR01194	WP_000593994.1	-	8.3e-19	65.5	0.0	1.1e-18	65.1	0.0	1.1	1	0	0	1	1	1	1	cyc_pep_trnsptr: cyclic peptide transporter
TIGR00957	TIGR00957	WP_000593994.1	-	5.6e-17	58.4	0.1	3.8e-10	35.8	0.0	2.0	2	0	0	2	2	2	2	MRP_assoc_pro: multi drug resistance-associated protein (MRP)
TIGR01271	TIGR01271	WP_000593994.1	-	6.4e-16	55.0	0.1	7.9e-16	54.7	0.1	1.1	1	0	0	1	1	1	1	CFTR_protein: cystic fibrosis transmembrane conductor regulator (CFTR)
TIGR00630	TIGR00630	WP_000593994.1	-	6.1e-13	45.8	0.6	5.5e-08	29.4	0.1	2.3	1	1	1	2	2	2	2	uvra: excinuclease ABC subunit A
TIGR00954	TIGR00954	WP_000593994.1	-	2.6e-11	40.6	0.0	4e-10	36.7	0.0	2.0	1	1	0	1	1	1	1	3a01203: peroxysomal long chain fatty acyl transporter
TIGR03496	TIGR03496	WP_000593994.1	-	0.0004	17.3	0.2	0.00079	16.3	0.1	1.5	2	0	0	2	2	2	1	FliI_clade1: flagellar protein export ATPase FliI
TIGR03497	TIGR03497	WP_000593994.1	-	0.0018	15.3	0.2	0.0048	13.8	0.1	1.7	2	0	0	2	2	2	1	FliI_clade2: flagellar protein export ATPase FliI
TIGR01026	TIGR01026	WP_000593994.1	-	0.002	14.9	0.1	0.0032	14.2	0.1	1.3	1	0	0	1	1	1	1	fliI_yscN: ATPase, FliI/YscN family
TIGR02546	TIGR02546	WP_000593994.1	-	0.0062	13.2	0.1	0.0095	12.6	0.1	1.3	1	0	0	1	1	1	1	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
TIGR00606	TIGR00606	WP_000593994.1	-	0.019	10.6	1.3	0.035	9.7	0.3	1.7	2	0	0	2	2	2	0	rad50: rad50
TIGR00750	TIGR00750	WP_000593994.1	-	0.024	11.7	0.1	0.039	11.0	0.1	1.3	1	0	0	1	1	1	0	lao: LAO/AO transport system ATPase
TIGR00325	TIGR00325	WP_000595482.1	-	2.3e-164	543.9	0.0	2.6e-164	543.7	0.0	1.0	1	0	0	1	1	1	1	lpxC: UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
TIGR00611	TIGR00611	WP_000599826.1	-	1.3e-05	22.5	0.0	2.2e-05	21.7	0.0	1.3	1	0	0	1	1	1	1	recf: DNA replication and repair protein RecF
TIGR03411	TIGR03411	WP_000599826.1	-	0.0015	16.2	0.0	0.0026	15.4	0.0	1.3	1	0	0	1	1	1	1	urea_trans_UrtD: urea ABC transporter, ATP-binding protein UrtD
TIGR00634	TIGR00634	WP_000599826.1	-	0.015	12.2	0.2	0.19	8.5	0.1	2.1	2	0	0	2	2	2	0	recN: DNA repair protein RecN
TIGR03695	TIGR03695	WP_000600525.1	-	6.1e-81	269.5	0.0	6.9e-81	269.3	0.0	1.0	1	0	0	1	1	1	1	menH_SHCHC: 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
TIGR02427	TIGR02427	WP_000600525.1	-	5.2e-13	46.9	0.0	7.6e-13	46.4	0.0	1.2	1	0	0	1	1	1	1	protocat_pcaD: 3-oxoadipate enol-lactonase
TIGR01738	TIGR01738	WP_000600525.1	-	5e-10	37.4	0.1	4.5e-09	34.3	0.1	2.0	1	1	0	1	1	1	1	bioH: pimelyl-[acyl-carrier protein] methyl ester esterase
TIGR03056	TIGR03056	WP_000600525.1	-	3.5e-08	30.8	0.2	2.5e-05	21.4	0.0	2.2	2	0	0	2	2	2	2	bchO_mg_che_rel: putative magnesium chelatase accessory protein
TIGR03611	TIGR03611	WP_000600525.1	-	0.0073	13.6	0.1	0.011	13.1	0.1	1.2	1	0	0	1	1	1	1	RutD: pyrimidine utilization protein D
TIGR01250	TIGR01250	WP_000600525.1	-	0.028	11.9	0.0	0.096	10.2	0.0	1.8	1	1	0	1	1	1	0	pro_imino_pep_2: proline-specific peptidase
TIGR00566	TIGR00566	WP_000601853.1	-	3.9e-99	328.1	0.0	4.3e-99	328.0	0.0	1.0	1	0	0	1	1	1	1	trpG_papA: glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
TIGR01815	TIGR01815	WP_000601853.1	-	3.4e-45	152.2	0.0	3.7e-45	152.1	0.0	1.0	1	0	0	1	1	1	1	TrpE-clade3: anthranilate synthase
TIGR01823	TIGR01823	WP_000601853.1	-	1.5e-33	114.0	0.0	1.6e-33	113.9	0.0	1.0	1	0	0	1	1	1	1	PabB-fungal: aminodeoxychorismate synthase
TIGR00888	TIGR00888	WP_000601853.1	-	1.7e-29	100.5	0.0	1.8e-29	100.4	0.0	1.0	1	0	0	1	1	1	1	guaA_Nterm: GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR01368	TIGR01368	WP_000601853.1	-	3.6e-20	70.2	0.0	4.6e-20	69.8	0.0	1.1	1	0	0	1	1	1	1	CPSaseIIsmall: carbamoyl-phosphate synthase, small subunit
TIGR01855	TIGR01855	WP_000601853.1	-	1.1e-05	23.3	0.1	0.0016	16.2	0.1	2.2	1	1	0	1	1	1	1	IMP_synth_hisH: imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
TIGR00337	TIGR00337	WP_000601853.1	-	0.0076	12.9	0.0	0.13	8.8	0.0	2.1	2	0	0	2	2	2	1	PyrG: CTP synthase
TIGR01832	TIGR01832	WP_000603518.1	-	3.8e-138	456.9	1.4	4.2e-138	456.7	1.4	1.0	1	0	0	1	1	1	1	kduD: 2-deoxy-D-gluconate 3-dehydrogenase
TIGR01830	TIGR01830	WP_000603518.1	-	4.2e-60	201.4	0.1	4.8e-60	201.2	0.1	1.0	1	0	0	1	1	1	1	3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase
TIGR03971	TIGR03971	WP_000603518.1	-	4.3e-56	188.2	3.4	1.4e-54	183.2	3.4	2.1	1	1	0	1	1	1	1	SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase
TIGR02415	TIGR02415	WP_000603518.1	-	1.5e-50	169.9	0.2	2.2e-50	169.4	0.2	1.3	1	0	0	1	1	1	1	23BDH: acetoin reductases
TIGR01829	TIGR01829	WP_000603518.1	-	3.1e-49	165.8	0.5	3.5e-49	165.6	0.5	1.0	1	0	0	1	1	1	1	AcAcCoA_reduct: acetoacetyl-CoA reductase
TIGR01963	TIGR01963	WP_000603518.1	-	2.4e-47	159.3	0.2	5.2e-47	158.2	0.2	1.5	1	1	0	1	1	1	1	PHB_DH: 3-hydroxybutyrate dehydrogenase
TIGR03206	TIGR03206	WP_000603518.1	-	3.3e-33	113.1	1.3	3.7e-33	112.9	1.3	1.0	1	0	0	1	1	1	1	benzo_BadH: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase
TIGR04316	TIGR04316	WP_000603518.1	-	4e-33	113.0	0.1	5.9e-33	112.4	0.1	1.2	1	0	0	1	1	1	1	dhbA_paeA: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
TIGR01831	TIGR01831	WP_000603518.1	-	6.1e-33	112.1	0.7	7.2e-33	111.9	0.7	1.0	1	0	0	1	1	1	1	fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase
TIGR02632	TIGR02632	WP_000603518.1	-	1.3e-28	97.8	0.8	5.4e-28	95.7	0.8	1.7	1	1	0	1	1	1	1	RhaD_aldol-ADH: rhamnulose-1-phosphate aldolase/alcohol dehydrogenase
TIGR04504	TIGR04504	WP_000603518.1	-	6.1e-28	96.2	1.0	1.6e-27	94.8	1.0	1.6	1	1	0	1	1	1	1	SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase
TIGR03325	TIGR03325	WP_000603518.1	-	9.7e-21	72.1	0.3	1.3e-20	71.7	0.3	1.2	1	0	0	1	1	1	1	BphB_TodD: cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
TIGR02685	TIGR02685	WP_000603518.1	-	2.3e-14	51.1	0.3	2.3e-13	47.8	0.3	2.3	1	1	0	1	1	1	1	pter_reduc_Leis: pteridine reductase
TIGR01500	TIGR01500	WP_000603518.1	-	9.7e-05	19.8	0.4	0.00038	17.9	0.4	1.7	1	1	0	1	1	1	1	sepiapter_red: sepiapterin reductase
TIGR02141	TIGR02141	WP_000604037.1	-	2.7e-71	237.5	12.5	3.1e-71	237.3	12.5	1.0	1	0	0	1	1	1	1	modB_ABC: molybdate ABC transporter, permease protein
TIGR01581	TIGR01581	WP_000604037.1	-	2.9e-53	178.6	10.1	3.3e-53	178.4	10.1	1.0	1	0	0	1	1	1	1	Mo_ABC_porter: NifC-like ABC-type porter
TIGR00969	TIGR00969	WP_000604037.1	-	2.8e-49	165.9	9.1	3.4e-49	165.7	9.1	1.0	1	0	0	1	1	1	1	3a0106s02: sulfate ABC transporter, permease protein
TIGR02139	TIGR02139	WP_000604037.1	-	9e-43	144.7	6.2	9.9e-43	144.6	6.2	1.0	1	0	0	1	1	1	1	permease_CysT: sulfate ABC transporter, permease protein CysT
TIGR02140	TIGR02140	WP_000604037.1	-	5.3e-38	129.0	6.9	6e-38	128.8	6.9	1.0	1	0	0	1	1	1	1	permease_CysW: sulfate ABC transporter, permease protein CysW
TIGR03262	TIGR03262	WP_000604037.1	-	2.2e-22	77.4	4.3	2.6e-22	77.1	4.3	1.1	1	0	0	1	1	1	1	PhnU2: putative 2-aminoethylphosphonate ABC transporter, permease protein
TIGR03226	TIGR03226	WP_000604037.1	-	8.2e-20	69.4	9.0	1e-19	69.1	9.0	1.0	1	0	0	1	1	1	1	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
TIGR02138	TIGR02138	WP_000604037.1	-	5.4e-18	63.0	7.6	7.2e-18	62.6	7.6	1.2	1	0	0	1	1	1	1	phosphate_pstC: phosphate ABC transporter, permease protein PstC
TIGR00974	TIGR00974	WP_000604037.1	-	1.3e-16	58.5	9.4	2.3e-16	57.7	9.4	1.3	1	1	0	1	1	1	1	3a0107s02c: phosphate ABC transporter, permease protein PstA
TIGR03255	TIGR03255	WP_000604037.1	-	2.2e-16	58.3	11.4	6e-16	56.9	11.4	1.6	1	1	0	1	1	1	1	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
TIGR01253	TIGR01253	WP_000604037.1	-	1.7e-12	45.1	7.9	2.1e-12	44.8	7.9	1.0	1	0	0	1	1	1	1	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
TIGR03416	TIGR03416	WP_000604037.1	-	9.8e-05	19.9	1.1	9.8e-05	19.9	1.1	1.7	2	0	0	2	2	2	1	ABC_choXWV_perm: choline ABC transporter, permease protein
TIGR01097	TIGR01097	WP_000604037.1	-	0.00018	19.0	5.3	0.0013	16.2	0.4	2.6	2	1	1	3	3	3	1	PhnE: phosphonate ABC transporter, permease protein PhnE
TIGR01726	TIGR01726	WP_000604037.1	-	2.4	6.7	11.8	0.6	8.7	0.4	3.4	4	0	0	4	4	4	0	HEQRo_perm_3TM: amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
TIGR00842	TIGR00842	WP_000605997.1	-	4e-163	541.3	31.6	5.2e-163	540.9	31.6	1.1	1	0	0	1	1	1	1	bcct: transporter, betaine/carnitine/choline transporter (BCCT) family
TIGR01682	TIGR01682	WP_000611258.1	-	7.3e-24	82.4	0.1	8.1e-24	82.3	0.1	1.0	1	0	0	1	1	1	1	moaD: molybdopterin converting factor, subunit 1
TIGR01687	TIGR01687	WP_000611258.1	-	1.2e-11	43.0	0.0	1.4e-11	42.7	0.0	1.1	1	0	0	1	1	1	1	moaD_arch: MoaD family protein
TIGR01818	TIGR01818	WP_000611288.1	-	9.3e-11	39.1	0.0	1.1e-10	38.9	0.0	1.1	1	0	0	1	1	1	1	ntrC: nitrogen regulation protein NR(I)
TIGR02154	TIGR02154	WP_000611288.1	-	1e-10	39.3	0.0	1.2e-10	39.0	0.0	1.1	1	0	0	1	1	1	1	PhoB: phosphate regulon transcriptional regulatory protein PhoB
TIGR02875	TIGR02875	WP_000611288.1	-	1.1e-10	39.2	0.1	1.3e-10	39.0	0.1	1.1	1	0	0	1	1	1	1	spore_0_A: sporulation transcription factor Spo0A
TIGR01387	TIGR01387	WP_000611288.1	-	1.2e-06	26.3	0.0	1.5e-06	26.0	0.0	1.2	1	0	0	1	1	1	1	cztR_silR_copR: heavy metal response regulator
TIGR02956	TIGR02956	WP_000611288.1	-	4e-05	19.8	0.0	4.4e-05	19.7	0.0	1.1	1	0	0	1	1	1	1	TMAO_torS: TMAO reductase sytem sensor TorS
TIGR02702	TIGR02702	WP_000611288.1	-	0.0033	15.1	0.0	0.005	14.5	0.0	1.3	1	0	0	1	1	1	1	SufR_cyano: iron-sulfur cluster biosynthesis transcriptional regulator SufR
TIGR02154	TIGR02154	WP_000611328.1	-	1.7e-14	51.7	0.1	2.7e-14	51.0	0.1	1.3	1	1	0	1	1	1	1	PhoB: phosphate regulon transcriptional regulatory protein PhoB
TIGR02875	TIGR02875	WP_000611328.1	-	4.5e-13	47.0	0.1	5e-13	46.9	0.1	1.1	1	0	0	1	1	1	1	spore_0_A: sporulation transcription factor Spo0A
TIGR01818	TIGR01818	WP_000611328.1	-	4.3e-12	43.5	0.1	9.5e-12	42.4	0.1	1.5	1	1	1	2	2	2	1	ntrC: nitrogen regulation protein NR(I)
TIGR02956	TIGR02956	WP_000611328.1	-	8e-09	32.1	0.1	9.5e-09	31.8	0.1	1.1	1	0	0	1	1	1	1	TMAO_torS: TMAO reductase sytem sensor TorS
TIGR01387	TIGR01387	WP_000611328.1	-	9e-09	33.3	0.0	1e-08	33.1	0.0	1.2	1	0	0	1	1	1	1	cztR_silR_copR: heavy metal response regulator
TIGR03020	TIGR03020	WP_000611328.1	-	1.7e-05	22.6	0.0	2.5e-05	22.0	0.0	1.2	1	0	0	1	1	1	1	EpsA: transcriptional regulator EpsA
TIGR03541	TIGR03541	WP_000611328.1	-	1.8e-05	22.3	0.0	2.4e-05	21.9	0.0	1.2	1	0	0	1	1	1	1	reg_near_HchA: LuxR family transcriptional regulatory, chaperone HchA-associated
TIGR02985	TIGR02985	WP_000611328.1	-	5e-05	21.5	0.5	9.8e-05	20.6	0.5	1.5	1	1	0	1	1	1	1	Sig70_bacteroi1: RNA polymerase sigma-70 factor, Bacteroides expansion family 1
TIGR02915	TIGR02915	WP_000611328.1	-	6.1e-05	20.0	0.1	6.7e-05	19.9	0.1	1.1	1	0	0	1	1	1	1	PEP_resp_reg: PEP-CTERM-box response regulator transcription factor
TIGR02937	TIGR02937	WP_000611328.1	-	9.2e-05	20.1	0.3	0.00012	19.7	0.3	1.4	1	1	0	1	1	1	1	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family
TIGR01884	TIGR01884	WP_000611328.1	-	0.00017	19.0	0.0	0.0003	18.2	0.0	1.4	1	0	0	1	1	1	1	cas_HTH: CRISPR locus-related DNA-binding protein
TIGR03787	TIGR03787	WP_000611328.1	-	0.0003	18.3	0.0	0.00033	18.2	0.0	1.1	1	0	0	1	1	1	1	marine_sort_RR: proteobacterial dedicated sortase system response regulator
TIGR03724	TIGR03724	WP_000611328.1	-	0.018	12.5	0.0	0.22	8.9	0.0	2.0	2	0	0	2	2	2	0	arch_bud32: Kae1-associated kinase Bud32
TIGR04380	TIGR04380	WP_000611572.1	-	4.5e-35	119.0	0.2	9e-35	118.0	0.0	1.5	2	0	0	2	2	2	1	myo_inos_iolG: inositol 2-dehydrogenase
TIGR01850	TIGR01850	WP_000611572.1	-	0.0012	16.0	0.0	0.002	15.4	0.0	1.3	1	0	0	1	1	1	1	argC: N-acetyl-gamma-glutamyl-phosphate reductase
TIGR01327	TIGR01327	WP_000611572.1	-	0.0052	13.6	0.0	0.0072	13.1	0.0	1.1	1	0	0	1	1	1	1	PGDH: phosphoglycerate dehydrogenase
TIGR01434	TIGR01434	WP_000611804.1	-	9.5e-277	916.5	0.0	1.1e-276	916.3	0.0	1.0	1	0	0	1	1	1	1	glu_cys_ligase: glutamate--cysteine ligase
TIGR01435	TIGR01435	WP_000611804.1	-	8e-51	171.0	0.0	5e-49	165.1	0.0	2.0	1	1	0	1	1	1	1	glu_cys_lig_rel: glutamate--cysteine ligase/glutathione synthase
TIGR03697	TIGR03697	WP_000611911.1	-	6.1e-13	46.9	0.0	8e-13	46.5	0.0	1.1	1	0	0	1	1	1	1	NtcA_cyano: global nitrogen regulator NtcA
TIGR02881	TIGR02881	WP_000611911.1	-	0.018	12.1	0.1	0.033	11.2	0.0	1.5	1	1	0	1	1	1	0	spore_V_K: stage V sporulation protein K
TIGR03896	TIGR03896	WP_000611911.1	-	0.027	11.8	0.0	0.037	11.3	0.0	1.2	1	0	0	1	1	1	0	cyc_nuc_ocin: bacteriocin-type transport-associated protein
TIGR02379	TIGR02379	WP_000612051.1	-	1e-222	736.7	0.0	1.1e-222	736.5	0.0	1.0	1	0	0	1	1	1	1	ECA_wecE: TDP-4-keto-6-deoxy-D-glucose transaminase
TIGR03588	TIGR03588	WP_000612051.1	-	7.3e-64	214.0	0.0	7.9e-64	213.9	0.0	1.0	1	0	0	1	1	1	1	PseC: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
TIGR04181	TIGR04181	WP_000612051.1	-	1.6e-52	176.5	0.0	6.1e-52	174.6	0.0	1.7	1	1	0	1	1	1	1	NHT_00031: aminotransferase, LLPSF_NHT_00031 family
TIGR04427	TIGR04427	WP_000612051.1	-	2e-36	123.9	0.0	2.3e-36	123.7	0.0	1.1	1	0	0	1	1	1	1	PLP_DesI: dTDP-4-dehydro-6-deoxyglucose aminotransferase
TIGR03392	TIGR03392	WP_000612051.1	-	7.7e-06	23.3	0.0	9e-06	23.0	0.0	1.3	1	0	0	1	1	1	1	FeS_syn_CsdA: cysteine desulfurase, catalytic subunit CsdA
TIGR01979	TIGR01979	WP_000612051.1	-	1.1e-05	22.4	0.0	1.6e-05	21.9	0.0	1.1	1	0	0	1	1	1	1	sufS: cysteine desulfurase, SufS family
TIGR01324	TIGR01324	WP_000612051.1	-	2.1e-05	21.4	0.1	3.1e-05	20.8	0.1	1.1	1	0	0	1	1	1	1	cysta_beta_ly_B: cystathionine beta-lyase
TIGR01977	TIGR01977	WP_000612051.1	-	3.9e-05	20.8	0.0	6.1e-05	20.1	0.0	1.2	1	0	0	1	1	1	1	am_tr_V_EF2568: cysteine desulfurase family protein
TIGR03947	TIGR03947	WP_000612051.1	-	0.00026	17.9	0.0	0.00041	17.3	0.0	1.2	1	0	0	1	1	1	1	viomycin_VioD: capreomycidine synthase
TIGR01976	TIGR01976	WP_000612051.1	-	0.0012	16.1	0.1	0.0019	15.5	0.1	1.2	1	0	0	1	1	1	1	am_tr_V_VC1184: cysteine desulfurase family protein
TIGR03812	TIGR03812	WP_000612051.1	-	0.0015	15.4	0.3	0.0023	14.8	0.3	1.2	1	0	0	1	1	1	1	tyr_de_CO2_Arch: tyrosine decarboxylase MnfA
TIGR02006	TIGR02006	WP_000612051.1	-	0.0061	13.5	0.0	0.0079	13.2	0.0	1.1	1	0	0	1	1	1	1	IscS: cysteine desulfurase IscS
TIGR04350	TIGR04350	WP_000612051.1	-	0.011	12.5	0.0	0.017	12.0	0.0	1.2	1	0	0	1	1	1	0	C_S_lyase_PatB: putative C-S lyase
TIGR01141	TIGR01141	WP_000612051.1	-	0.02	11.8	0.1	0.03	11.1	0.1	1.2	1	0	0	1	1	1	0	hisC: histidinol-phosphate transaminase
TIGR00387	TIGR00387	WP_000613026.1	-	3.7e-56	188.7	0.0	1.1e-28	98.2	0.0	2.1	2	0	0	2	2	2	2	glcD: glycolate oxidase, subunit GlcD
TIGR03379	TIGR03379	WP_000613026.1	-	2.5e-12	44.2	0.0	5.3e-12	43.1	0.0	1.5	1	1	0	1	1	1	1	glycerol3P_GlpC: glycerol-3-phosphate dehydrogenase, anaerobic, C subunit
TIGR01679	TIGR01679	WP_000613026.1	-	2.6e-07	27.8	0.0	4.4e-07	27.1	0.0	1.2	1	0	0	1	1	1	1	bact_FAD_ox: FAD-linked oxidoreductase
TIGR01678	TIGR01678	WP_000613026.1	-	2.4e-05	21.4	0.0	4e-05	20.6	0.0	1.2	1	0	0	1	1	1	1	FAD_lactone_ox: sugar 1,4-lactone oxidases
TIGR01676	TIGR01676	WP_000613026.1	-	0.00028	17.8	0.0	0.0004	17.2	0.0	1.2	1	0	0	1	1	1	1	GLDHase: galactonolactone dehydrogenase
TIGR00384	TIGR00384	WP_000613026.1	-	0.00067	17.1	0.1	0.0013	16.2	0.1	1.4	1	0	0	1	1	1	1	dhsB: succinate dehydrogenase and fumarate reductase iron-sulfur protein
TIGR01945	TIGR01945	WP_000613026.1	-	0.03	10.8	0.1	0.046	10.2	0.1	1.2	1	0	0	1	1	1	0	rnfC: electron transport complex, RnfABCDGE type, C subunit
TIGR01067	TIGR01067	WP_000613955.1	-	4.1e-60	199.0	1.5	4.5e-60	198.9	1.5	1.0	1	0	0	1	1	1	1	rplN_bact: ribosomal protein uL14
TIGR03673	TIGR03673	WP_000613955.1	-	6e-26	88.8	1.2	6.5e-26	88.7	1.2	1.0	1	0	0	1	1	1	1	uL14_arch: 50S ribosomal protein uL14
TIGR04548	TIGR04548	WP_000615816.1	-	0.0036	15.3	0.1	0.042	11.8	0.1	2.4	1	1	1	2	2	2	1	DnaD_Mollicutes: DnaD family protein
TIGR01363	TIGR01363	WP_000615816.1	-	0.04	10.8	0.1	0.11	9.4	0.0	1.7	2	0	0	2	2	2	0	strep_his_triad: streptococcal histidine triad protein
TIGR00427	TIGR00427	WP_000616773.1	-	4.7e-86	285.6	10.2	5.5e-86	285.4	10.2	1.0	1	0	0	1	1	1	1	TIGR00427: membrane protein, MarC family
TIGR03717	TIGR03717	WP_000616773.1	-	0.00022	19.0	4.4	0.00045	18.0	4.4	1.6	1	1	0	1	1	1	1	R_switched_YjbE: integral membrane protein, YjbE family
TIGR03636	TIGR03636	WP_000617544.1	-	8.9e-15	52.8	8.5	2.7e-13	48.0	8.5	2.0	1	1	0	1	1	1	1	uL23_arch: ribosomal protein uL23
TIGR02673	TIGR02673	WP_000617723.1	-	5.6e-94	311.7	0.0	6.3e-94	311.5	0.0	1.0	1	0	0	1	1	1	1	FtsE: cell division ATP-binding protein FtsE
TIGR02211	TIGR02211	WP_000617723.1	-	1.4e-59	199.3	0.0	1.5e-59	199.1	0.0	1.0	1	0	0	1	1	1	1	LolD_lipo_ex: lipoprotein releasing system, ATP-binding protein
TIGR02314	TIGR02314	WP_000617723.1	-	6e-55	184.6	0.0	6.9e-55	184.4	0.0	1.0	1	0	0	1	1	1	1	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
TIGR02315	TIGR02315	WP_000617723.1	-	1.8e-52	176.1	0.0	5.5e-52	174.5	0.0	1.6	1	1	0	1	1	1	1	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
TIGR03608	TIGR03608	WP_000617723.1	-	6e-52	174.1	0.0	6.6e-52	173.9	0.0	1.0	1	0	0	1	1	1	1	L_ocin_972_ABC: putative bacteriocin export ABC transporter, lactococcin 972 group
TIGR02982	TIGR02982	WP_000617723.1	-	8e-48	160.9	0.0	8.7e-48	160.7	0.0	1.0	1	0	0	1	1	1	1	heterocyst_DevA: ABC exporter ATP-binding subunit, DevA family
TIGR03265	TIGR03265	WP_000617723.1	-	9.5e-46	154.6	0.0	1.1e-45	154.4	0.0	1.0	1	0	0	1	1	1	1	PhnT2: putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein
TIGR01187	TIGR01187	WP_000617723.1	-	1.7e-45	153.5	0.0	2e-45	153.2	0.0	1.0	1	0	0	1	1	1	1	potA: polyamine ABC transporter, ATP-binding protein
TIGR00968	TIGR00968	WP_000617723.1	-	1.3e-43	147.2	0.1	1.6e-43	146.9	0.1	1.0	1	0	0	1	1	1	1	3a0106s01: sulfate ABC transporter, ATP-binding protein
TIGR04521	TIGR04521	WP_000617723.1	-	1.9e-43	146.5	0.0	2.3e-43	146.2	0.0	1.0	1	0	0	1	1	1	1	ECF_ATPase_2: energy-coupling factor transporter ATPase
TIGR01166	TIGR01166	WP_000617723.1	-	4.5e-42	141.6	0.1	5.2e-42	141.4	0.1	1.0	1	0	0	1	1	1	1	cbiO: cobalt ABC transporter, ATP-binding protein
TIGR03258	TIGR03258	WP_000617723.1	-	4.6e-42	142.3	0.1	5.3e-42	142.1	0.1	1.0	1	0	0	1	1	1	1	PhnT: 2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT
TIGR02769	TIGR02769	WP_000617723.1	-	3.6e-41	139.4	0.0	4.7e-41	139.0	0.0	1.0	1	0	0	1	1	1	1	nickel_nikE: nickel import ATP-binding protein NikE
TIGR04520	TIGR04520	WP_000617723.1	-	7.7e-40	135.0	0.0	9.3e-40	134.7	0.0	1.0	1	0	0	1	1	1	1	ECF_ATPase_1: energy-coupling factor transporter ATPase
TIGR03005	TIGR03005	WP_000617723.1	-	1.8e-39	133.4	0.1	2.5e-39	133.0	0.1	1.1	1	0	0	1	1	1	1	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR00972	TIGR00972	WP_000617723.1	-	2.1e-39	133.3	0.0	2.6e-39	133.0	0.0	1.0	1	0	0	1	1	1	1	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
TIGR01186	TIGR01186	WP_000617723.1	-	2.7e-39	133.3	0.0	3.3e-39	133.0	0.0	1.0	1	0	0	1	1	1	1	proV: glycine betaine/L-proline transport ATP binding subunit
TIGR03864	TIGR03864	WP_000617723.1	-	3.4e-39	132.6	0.1	4e-39	132.4	0.1	1.0	1	0	0	1	1	1	1	PQQ_ABC_ATP: ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system
TIGR02857	TIGR02857	WP_000617723.1	-	2.4e-38	130.3	0.0	2.9e-38	130.1	0.0	1.0	1	0	0	1	1	1	1	CydD: thiol reductant ABC exporter, CydD subunit
TIGR01188	TIGR01188	WP_000617723.1	-	1.8e-37	127.2	0.0	2.1e-37	127.0	0.0	1.0	1	0	0	1	1	1	1	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
TIGR03375	TIGR03375	WP_000617723.1	-	1.1e-35	121.0	0.1	2.1e-35	120.1	0.1	1.4	1	1	0	1	1	1	1	type_I_sec_LssB: type I secretion system ATPase
TIGR03873	TIGR03873	WP_000617723.1	-	2.8e-35	119.8	0.1	3.3e-35	119.5	0.1	1.0	1	0	0	1	1	1	1	F420-0_ABC_ATP: proposed F420-0 ABC transporter, ATP-binding protein
TIGR01184	TIGR01184	WP_000617723.1	-	6.2e-35	118.8	0.0	7.8e-35	118.5	0.0	1.1	1	0	0	1	1	1	1	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
TIGR01277	TIGR01277	WP_000617723.1	-	1.1e-34	117.9	0.0	1.4e-34	117.5	0.0	1.0	1	0	0	1	1	1	1	thiQ: thiamine ABC transporter, ATP-binding protein
